id%nombre%url%version
1%ICV – Instituto Cartográfico Valenciano%http://catalogo.icv.gva.es/geonetwork/srv/spa/csw%0
2%IGN – Instituto Geográfico Nacional%http://www.ign.es/csw-inspire/srv/spa/csw%0
