id%nombre%descripcion%version
1%Institut Cartográfic Valencià%Agrupación de capas del Instituto Cartográfico Valenciano.%0
2%Ortofoto - Institut Cartográfic Valencià%Agrupación de capas de ortofotos del Instituto Cartográfico Valenciano.%0
3%Consellería d'Habitatge, Obres Públiques i Vertebració del Territori %Agrupación de capas de la Conselleria  d'Habitatge, Obres Públiques i Vertebració del Territori%0
4%Dirección General de Catastro%Agrupación de capas de la Dirección General de Catastro.%0
5%Instalaciones Entitat de Sanejament d'Aigües(EPSAR)%Agrupación de capas de Instalaciones Entitat de Sanejament d'aigües (EPSAR).%0
6%Conselleria d'Educació, Investigació, Cultura i Esport %Agrupación de capas de Conselleria d'Educació, Investigació, Cultura i Esport %0
7%Conselleria de Sanitat Universal i Salut Pública%Agrupación de capas de la Conselleria de Sanitat.%0
8%CEGESEV Vías de comunicación de la Comunidad Valenciana%Agrupación de capas del CEGESEV Vías de Comunicación de la Comunidad Valenciana.%0
9%Confederación Hidrográfica del Júcar%Agrupación de capas de la Confederación Hidrográfica del Júcar.%0
10%Ministerio de Agricultura, Alimentación y Medio Ambiente%Agrupación de capas del Ministerio de Agricultura, Alimentación y Medio Ambiente%0
11%Fondo Español de Garantía Agraria (FEGA)%Agrupación de capas del Fondo Español de Garantía Agraria (FEGA).%0
12%Instituto Geológico y Minero de España%Agrupación de capas del Instituto Geológico y Minero de España.%0
13%Imágenes históricas ICV%Agrupación de capas temáticas de imágenes históricas ICV%0
14%CITMA: Infraestructura Verde%Agrupación de capas temáticas de CITMA: Infraestructura Verde%0
15%Ocupación del Suelo - Siose%Agrupación de capas temáticas de Ocupación del Suelo - Siose%0
16%Medio Ambiente%Agrupación de medio ambiente%0
17%Ortofoto%Vista predefinida Ortofoto%0
18%sombras%vista predefinida Sombras%0
19%topográfico%Vista predefinida Topográfico%0
