id_capa_servicio_web%nombre_capa%estilo_capa%titulo_capa
201%IGNBaseTodo%%
202%isohipsas%%
203%topografico%%
204%ortoactualidad%%
205%OI.MosaicElement%default%
205%OI.OrthoimageCoverage%default%
206%FondoUrbano%nucleos_poligonos%
206%SeccionCensal%distrito_censal%
206%Callejero%pais%
206%CodigoPostal%codigo_postal%
206%Vial%vial%
206%Portal%portal_pk%
206%Toponimo%toponimo%
207%caype_reserva_anguila_pol%default%
207%caype_pesca_calidad_rios_truch%default%
207%caype_caza_arrui%default%
207%caype_caza_danyos_conejo%afec_default%
207%caype_invasoras_oncorhynchus%default%
207%caype_reserva_anguila_lin%default%
207%caype_caza_eecc_ext%default%
207%caype_invasoras_micropterus%default%
207%caype_caza_danyos_conejo_afec%default%
207%caype_invasoras_procambarus%default%
207%caype_pesca%default%
207%caype_caza_eencc_ext%default%
